item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Regular,FDR11,Breads,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.14276,10.5,159.3578,2.8
Regular,FDE33,Fruits and Vegetables,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.049713,19.35,78.2644,2.8
Low Fat,NCB18,Household,2018.0,OUT019,Tier 1,Small,Grocery Store,0.072296,12.6,89.7514,2.8
Low Fat,NCT17,Health and Hygiene,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.041866,10.8,189.7214,2.8
Low Fat,FDA58,Snack Foods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.103751,9.395,235.8932,2.8
Low Fat,DRA12,Soft Drinks,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.0,11.6,141.6154,2.8
Low Fat,FDL16,Frozen Foods,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.169406,12.85,46.106,2.8
Low Fat,FDV43,Fruits and Vegetables,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.07729,16.0,44.5086,2.8
Regular,FDX12,Baking Goods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.026117,18.2,239.2196,2.8
Regular,FDK20,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.041793,12.6,122.0072,2.8
Low Fat,FDR48,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,11.65,152.6024,2.8
Low Fat,FDT46,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,11.35,52.4008,2.8
Regular,FDN38,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.091954,6.615,250.6408,2.8
Regular,FDB40,Dairy,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.007538,17.5,144.2102,2.8
Regular,FDO56,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.044974,10.195,115.5808,2.8
Regular,FDY47,Breads,2011.0,OUT010,Tier 3,High,Grocery Store,0.091196,8.6,130.231,2.8
Regular,FDG46,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.055084,8.63,114.7518,2.8
Low Fat,NCM41,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.035626,16.5,93.112,2.8
Low Fat,NCD07,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.055383,9.1,115.0518,2.8
Low Fat,DRG25,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.019034,10.5,185.624,2.8
Regular,FDB03,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.156701,17.75,240.7538,2.8
Regular,FDH40,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.078864,11.6,83.2276,2.8
Regular,FDX56,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.073998,17.1,207.0638,2.8
Low Fat,FDV23,Breads,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.106268,11.0,123.2046,2.8
Low Fat,FDD20,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.020799,14.15,123.6046,2.8
Low Fat,DRF37,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.084676,17.25,263.191,2.8
Regular,FDZ59,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.104445,6.63,167.25,2.8
Regular,FDF39,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.019591,14.85,261.591,2.8
Regular,FDL52,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.046278,6.635,36.7506,2.8
Regular,FDY47,Breads,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.054706,8.6,128.931,2.8
Low Fat,FDH08,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.017345,12.6,230.801,2.8
Low Fat,DRK23,Hard Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.071628,12.6,251.904,2.8
Low Fat,NCO53,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.174336,12.6,184.0608,2.8
Low Fat,NCZ54,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.082956,12.6,164.0552,2.8
Regular,FDQ11,Breads,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.067373,12.6,258.8988,2.8
Regular,FDN50,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.026391,12.6,92.812,2.8
Regular,FDE33,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.049395,12.6,80.3644,2.8
Regular,FDN33,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.12252,12.6,93.0436,2.8
Low Fat,NCO17,Health and Hygiene,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.073494,10.0,118.344,2.7
Low Fat,DRB01,Soft Drinks,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.082367,7.39,187.753,2.7
Low Fat,FDX40,Frozen Foods,2018.0,OUT019,Tier 1,Small,Grocery Store,0.173324,12.6,39.9164,2.7
Regular,FDS24,Baking Goods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.062224,20.85,88.1514,2.7
Low Fat,NCG07,Household,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.052609,12.3,191.253,2.7
Low Fat,DRK39,Dairy,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.0,7.02,83.825,2.7
Low Fat,NCH42,Household,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.036744,6.86,231.201,2.7
Low Fat,FDH24,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.021427,20.7,156.5288,2.7
Low Fat,DRI47,Hard Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.020916,14.7,141.8128,2.7
Regular,FDR55,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.132059,12.15,187.5872,2.7
Low Fat,FDX13,Canned,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.047743,7.725,248.3092,2.7
Low Fat,FDK52,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.079153,18.25,223.8062,2.7
Low Fat,NCR17,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.024363,9.8,114.0492,2.7
Low Fat,NCX05,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.096981,15.2,116.3492,2.7
Low Fat,NCC31,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.0,8.02,157.7972,2.7
Low Fat,DRF01,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.174935,5.655,145.0102,2.7
Low Fat,FDR07,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.078061,21.35,96.0094,2.7
Low Fat,NCM30,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.06757,19.1,43.0796,2.7
Regular,FDT15,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.042855,12.15,181.695,2.7
Regular,FDW22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030414,9.695,221.3114,2.7
Low Fat,FDK41,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.126924,12.6,87.2224,2.7
Low Fat,FDC02,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.069103,21.35,259.9278,2.6
Regular,FDA01,Canned,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.054378,15.0,59.1904,2.6
Low Fat,DRN47,Hard Drinks,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.016853,12.1,180.666,2.6
Regular,FDK08,Fruits and Vegetables,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.122495,9.195,100.1016,2.6
Regular,FDF34,Snack Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.014041,9.3,199.1084,2.6
Low Fat,FDR60,Baking Goods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.130415,14.3,75.9328,2.6
Regular,FDL52,Frozen Foods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.04609,6.635,37.1506,2.6
Low Fat,FDA31,Fruits and Vegetables,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.110634,7.1,173.808,2.6
Low Fat,FDR46,Snack Foods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.0,16.85,146.076,2.6
Regular,FDU24,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.140956,6.78,92.212,2.6
Regular,DRY23,Soft Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.109076,9.395,42.9112,2.6
Low Fat,FDB28,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.093308,6.615,195.9426,2.6
Low Fat,DRJ51,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.087921,14.1,228.5668,2.6
Low Fat,NCX06,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.015751,17.6,182.5976,2.6
Regular,FDY38,Dairy,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.119418,13.6,231.03,2.5
Low Fat,FDB21,Fruits and Vegetables,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.148822,7.475,241.2854,2.5
Regular,FDQ07,Fruits and Vegetables,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.087584,15.1,221.7456,2.5
Regular,FDS32,Fruits and Vegetables,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.0,17.75,139.9838,2.5
Low Fat,FDT21,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.020475,7.42,248.4092,2.5
Regular,FDW46,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.070699,13.0,65.7484,2.5
Low Fat,FDA50,Dairy,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.087311,16.25,95.541,2.5
Low Fat,FDF52,Frozen Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.066887,9.3,183.9292,2.5
Low Fat,FDA56,Fruits and Vegetables,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.008778,9.21,122.4414,2.5
Low Fat,FDY45,Snack Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.026183,17.5,253.6356,2.5
Regular,FDL24,Baking Goods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.024935,10.3,172.0422,2.5
Regular,FDN16,Frozen Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.062798,12.6,103.999,2.5
Regular,FDH05,Frozen Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.091055,14.35,231.8984,2.5
Low Fat,FDQ58,Snack Foods,2018.0,OUT019,Tier 1,Small,Grocery Store,0.0,12.6,154.534,2.5
Regular,FDI07,Meat,2018.0,OUT019,Tier 1,Small,Grocery Store,0.059111,12.6,199.3426,2.5
Low Fat,FDN31,Fruits and Vegetables,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.072882,11.5,191.353,2.5
Low Fat,NCS53,Health and Hygiene,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.089778,14.5,158.4604,2.5
Low Fat,NCZ18,Household,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.186068,7.825,255.4698,2.5
Low Fat,NCJ19,Others,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.11818,18.6,56.2588,2.5
Low Fat,FDH34,Snack Foods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.031095,8.63,185.7582,2.5
Low Fat,FDI46,Snack Foods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.074345,9.5,251.9724,2.5
Low Fat,FDN60,Baking Goods,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.095351,15.1,158.6604,2.5
Low Fat,DRB24,Soft Drinks,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.020619,8.785,153.0656,2.5
Low Fat,FDT28,Frozen Foods,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.063926,13.3,151.8708,2.5
Low Fat,DRQ35,Hard Drinks,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.042531,9.3,125.5388,2.5
Low Fat,NCD54,Household,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.029173,21.1,145.7786,2.5
Regular,FDV52,Frozen Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.121767,20.7,118.9466,2.5
Regular,FDH45,Fruits and Vegetables,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.105881,15.1,42.0796,2.5
Regular,FDC09,Fruits and Vegetables,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.026355,15.5,100.8332,2.5
Regular,FDO27,Meat,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.0,6.175,94.9752,2.5
Regular,FDC22,Snack Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.136705,6.89,194.882,2.5
Regular,FDK26,Canned,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.032359,5.46,187.424,2.5
Regular,FDG38,Canned,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.053027,8.975,86.0224,2.5
Low Fat,DRQ35,Hard Drinks,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.042377,9.3,123.7388,2.5
Low Fat,FDX21,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.08495,7.05,109.7912,2.5
Low Fat,FDW28,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.088807,18.25,197.3452,2.5
Low Fat,DRN47,Hard Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.016824,12.1,178.566,2.5
Regular,FDH26,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.034693,19.25,140.1496,2.5
Regular,FDA07,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.030939,7.55,121.0072,2.5
Low Fat,FDI20,Fruits and Vegetables,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.064548,19.1,212.8586,2.5
Low Fat,NCB42,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.008554,11.8,116.9492,2.5
Low Fat,FDO44,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.08738,12.6,109.7228,2.5
Low Fat,FDJ09,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.058346,15.0,44.0744,2.5
Low Fat,FDO58,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.039544,19.6,163.6526,2.5
Regular,FDF39,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.019495,14.85,261.291,2.5
Low Fat,FDW13,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.097411,12.6,52.7324,2.5
Low Fat,FDH16,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.052301,12.6,88.283,2.5
Low Fat,FDY10,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.04883,12.6,113.1176,2.5
Low Fat,NCY18,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.031126,7.285,174.3054,2.4
Low Fat,FDA50,Dairy,2018.0,OUT019,Tier 1,Small,Grocery Store,0.152632,12.6,98.441,2.4
Regular,FDY15,Dairy,2018.0,OUT019,Tier 1,Small,Grocery Store,0.299098,12.6,157.863,2.4
Low Fat,DRI01,Soft Drinks,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.0,7.97,173.7422,2.4
Low Fat,FDH09,Seafood,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.056067,12.6,50.7982,2.4
Regular,FDX38,Dairy,2011.0,OUT010,Tier 3,High,Grocery Store,0.080689,10.5,46.7376,2.4
Low Fat,FDI45,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.03755,13.1,176.1054,2.4
Low Fat,FDP11,Breads,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.069043,15.85,218.7166,2.4
Low Fat,FDP33,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.089198,18.7,257.3672,2.4
Low Fat,FDZ34,Starchy Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.0,6.695,191.882,2.4
Low Fat,NCP30,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.03261,12.6,37.4822,2.4
Regular,DRC01,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.019278,5.92,48.2692,2.3
Low Fat,FDW28,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.08875,18.25,196.5452,2.3
Low Fat,FDM56,Fruits and Vegetables,2018.0,OUT019,Tier 1,Small,Grocery Store,0.122896,12.6,111.1912,2.3
Low Fat,FDK15,Meat,2018.0,OUT019,Tier 1,Small,Grocery Store,0.17231,12.6,98.2042,2.3
Low Fat,FDO36,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.077899,19.7,177.766,2.3
Low Fat,NCL41,Health and Hygiene,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.041803,12.35,34.8216,2.3
Low Fat,FDF35,Starchy Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.154229,15.0,107.3938,2.3
Low Fat,FDF04,Frozen Foods,2018.0,OUT019,Tier 1,Small,Grocery Store,0.023877,12.6,258.6304,2.3
Low Fat,FDE02,Canned,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.12125,8.71,92.7778,2.3
Regular,FDB36,Baking Goods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.0,5.465,129.1626,2.3
Regular,FDG28,Frozen Foods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.04928,9.285,245.6144,2.3
Low Fat,FDO37,Breakfast,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.021498,8.06,230.3326,2.3
Regular,FDJ12,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.039262,8.895,207.4296,2.3
Low Fat,NCP41,Health and Hygiene,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.027133,16.6,106.2596,2.3
Low Fat,FDB22,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.186529,8.02,151.9998,2.3
Low Fat,DRD27,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.02382,18.75,97.6042,2.3
Low Fat,NCA54,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.036611,16.5,180.9318,2.3
Low Fat,DRG13,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.037155,17.25,166.4526,2.3
Regular,FDK58,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.044945,11.35,101.0016,2.3
Low Fat,FDL27,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.010674,6.17,63.4826,2.3
Regular,FDV60,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.117839,20.2,195.211,2.3
Low Fat,DRJ23,Hard Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,188.1872,2.3
Low Fat,NCN53,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.030208,12.6,35.4874,2.3
Low Fat,NCV05,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.030062,12.6,154.3656,2.3
Regular,FDJ44,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.105812,12.6,175.0396,2.3
Regular,FDO10,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.01269,12.6,56.4588,2.3
Regular,FDA03,Dairy,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.045464,18.5,144.1102,2.2
Low Fat,FDL40,Frozen Foods,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.011637,17.7,94.541,2.2
Low Fat,FDX19,Fruits and Vegetables,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.096734,19.1,233.1958,2.2
Low Fat,FDN44,Fruits and Vegetables,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.022831,13.15,160.292,2.2
Low Fat,FDC45,Fruits and Vegetables,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.135944,17.0,171.5106,2.2
Regular,FDX04,Frozen Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.041636,19.6,47.3376,2.2
Low Fat,FDF47,Starchy Foods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.097618,20.85,223.9746,2.2
Low Fat,FDQ34,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.162212,10.85,107.0622,2.2
Low Fat,FDS43,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.040319,12.6,186.224,2.2
Low Fat,NCG55,Household,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.039207,16.25,116.1176,2.1
Low Fat,DRF49,Soft Drinks,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.071188,7.27,111.9518,2.1
Low Fat,DRG11,Hard Drinks,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.084008,6.385,108.2596,2.1
Regular,FDH28,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,37.0506,2.1
Regular,FDL58,Snack Foods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.074264,5.78,264.7568,2.0
Regular,FDD44,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.078386,8.05,256.4646,2.0
Low Fat,NCC06,Household,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.027139,19.0,127.3336,2.0
Regular,FDN39,Meat,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.06552,19.35,168.3816,2.0
Low Fat,NCM41,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.035801,16.5,92.612,2.0
Low Fat,FDE32,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.04875,20.7,37.5506,2.0
Regular,FDV12,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.060863,16.7,97.6384,2.0
Low Fat,FDM46,Snack Foods,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.160292,7.365,94.712,2.0
Low Fat,NCB31,Household,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.119346,6.235,261.991,2.0
Low Fat,FDX16,Frozen Foods,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.06581,17.85,149.105,2.0
Regular,FDO49,Breakfast,2018.0,OUT019,Tier 1,Small,Grocery Store,0.05787,12.6,49.7008,2.0
Low Fat,FDO36,Baking Goods,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.078035,19.7,178.066,2.0
Low Fat,FDD04,Dairy,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.090111,16.0,141.3154,2.0
Low Fat,NCL18,Household,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.167844,18.85,193.9136,2.0
Low Fat,DRF25,Soft Drinks,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.038986,9.0,34.619,2.0
Regular,FDZ03,Dairy,2012.0,OUT049,Tier 1,Medium,Supermarket Type1,0.078909,13.65,186.724,2.0
Low Fat,FDV25,Canned,2018.0,OUT019,Tier 1,Small,Grocery Store,0.079931,12.6,219.7456,2.0
Regular,FDX36,Baking Goods,2018.0,OUT019,Tier 1,Small,Grocery Store,0.224607,12.6,223.1404,2.0
Regular,FDN03,Meat,2018.0,OUT019,Tier 1,Small,Grocery Store,0.026421,12.6,250.9408,2.0
Regular,FDG10,Snack Foods,2018.0,OUT019,Tier 1,Small,Grocery Store,0.019153,12.6,57.6588,2.0
Low Fat,NCL05,Health and Hygiene,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.047898,19.6,44.677,2.0
Low Fat,NCL19,Others,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.015676,15.35,144.047,2.0
Low Fat,DRG48,Soft Drinks,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.014555,5.78,145.2102,2.0
Regular,FDN49,Breakfast,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.125224,17.25,41.248,2.0
Regular,FDG20,Fruits and Vegetables,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.125688,15.5,178.2028,2.0
Regular,FDQ15,Meat,2016.0,OUT046,Tier 1,Small,Supermarket Type1,0.0,20.35,81.6276,2.0
Low Fat,DRF03,Dairy,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.0454,19.1,38.8138,2.0
Low Fat,FDA32,Fruits and Vegetables,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.030155,14.0,214.7192,2.0
Low Fat,DRI23,Hard Drinks,2015.0,OUT045,Tier 2,Small,Supermarket Type1,0.137475,18.85,158.6578,2.0
Low Fat,FDF41,Frozen Foods,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.131922,12.15,246.346,2.0
Low Fat,FDM52,Frozen Foods,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.02614,15.1,149.0076,2.0
Low Fat,NCT30,Household,2020.0,OUT017,Tier 2,Small,Supermarket Type1,0.080747,9.1,46.9718,2.0
Low Fat,DRL37,Soft Drinks,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.0,15.5,41.377,2.0
Regular,FDT23,Breads,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.074883,7.72,79.8986,2.0
Regular,FDS16,Frozen Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.066311,15.15,145.776,2.0
Regular,FDS19,Fruits and Vegetables,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.0,13.8,74.3012,2.0
Regular,FDG33,Seafood,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.140525,5.365,172.7764,2.0
Regular,FDJ60,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.062882,19.35,164.1184,2.0
Regular,FDX35,Breads,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.080363,5.035,229.0036,2.0
Low Fat,FDF52,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.066771,9.3,180.5292,2.0
Low Fat,NCQ05,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.021602,11.395,149.1708,2.0
Low Fat,FDS57,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.103423,15.5,144.847,2.0
Low Fat,FDP09,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.033883,19.75,213.2902,2.0
Low Fat,FDU38,Dairy,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.082534,10.8,191.1504,2.0
Low Fat,NCR53,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.145013,12.15,225.0404,2.0
Regular,FDQ51,Meat,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.017548,16.0,48.3718,2.0
Regular,DRB48,Soft Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.024849,16.75,39.9822,2.0
Low Fat,NCH42,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.061156,6.86,228.401,2.0
Low Fat,NCH18,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.074754,9.3,246.4802,2.0
Low Fat,NCJ19,Others,2011.0,OUT010,Tier 3,High,Grocery Store,0.197809,18.6,55.6588,2.0
